day,store_type,channel,campaign_network,installs,cost,all_revenue_total_d0,all_revenue_total_d3,all_revenue_total_d7,all_revenue_total_d14,all_revenue_total_d30,all_revenue_total_d60,all_revenue_total_d90,all_revenue_total_d120,all_revenue_total_m6,retention_rate_d1,retention_rate_d3,retention_rate_d14,retention_rate_d30,retention_rate_d60,retention_rate_d90,retention_rate_d120,retention_rate_m6,ecpi_all
2026-03-06,google_play,Google Organic Search,wartime glory,4,0.0,0.0416,0.0424,0.0452,0.0452,0.0452,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-09,google_play,Unity Ads,[UT] WG - Android - ROASD7- US,4,3.2626,0.1925,0.1925,0.1925,0.1925,0.1925,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8157
2026-03-12,app_store,Unity Ads,[UT] WG - IOS - ROASD7 - US,4,5.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2576
2026-03-30,google_play,Google Ads,[GA] WG - Android - ROAS - US,4,15.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.8128
2026-04-09,google_play,Google Ads,[GA] WG - Android - ROAS - US,4,19.1189,0.3747,0.4438,0.4438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7797
2025-01-02,app_store,Apple,Italy - Search,3,2.1578,0.2438,0.3465,0.3465,0.3465,0.3465,0.3465,0.3465,0.3465,0.3577,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,0.7193
2025-01-03,app_store,Apple,Italy - Search,3,2.5546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8515
2025-01-11,app_store,Apple,Italy - Search,3,1.8872,0.3,0.6806,1.0942,1.1279,1.1279,1.1279,1.1389,1.1389,1.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6291
2025-01-13,google_play,Google Organic Search,wartime glory,3,0.0,0.0,0.0841,0.1085,0.1149,0.1149,0.1498,0.1498,0.1498,0.1498,1.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0
2025-01-14,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,1.5999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333
2025-01-21,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,0.6374,0.0,0.0,0.0,0.0,0.0,0.0011,0.0011,0.0011,0.0011,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.2125
2025-01-22,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,0.5596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1865
2025-01-23,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,1.286,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4287
2025-01-28,app_store,Apple,Italy - Search,3,0.8482,0.0171,0.0221,0.0221,0.0221,0.0221,0.0221,0.0221,0.0221,0.0221,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2827
2025-01-29,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,1.5629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.521
2025-02-04,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,0.8873,0.0099,0.0606,0.1001,0.1479,0.3328,0.3662,0.3703,0.3761,0.3865,0.3333,0.6667,0.0,0.3333,0.0,0.0,0.3333,0.3333,0.2958
2025-02-05,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,1.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444
2025-02-05,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,4.5961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.532
2025-02-09,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,9.0504,0.2975,0.8644,1.0027,1.0027,1.0027,1.0027,1.0027,1.0027,1.0027,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,3.0168
2025-02-10,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,1.7,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.0404,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5667
2025-02-16,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,7.9888,0.5458,0.8739,1.5233,2.7508,12.834,17.9158,18.8051,18.8944,19.1048,0.3333,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.3333,2.6629
2025-02-28,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,4.381,0.0819,0.0819,0.0819,0.0819,0.0819,0.0819,0.0819,0.0819,0.0819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4603
2025-03-01,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.0546,0.0637,0.0672,0.0976,0.1701,0.1712,0.1883,0.1883,0.1883,0.1884,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0182
2025-03-02,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,8.1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7036
2025-03-26,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,0.4012,0.0,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.268,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.1337
2025-04-04,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,1.5699,0.0,0.0,0.0,0.0,0.0406,0.0406,0.0406,0.0406,0.0405,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.5233
2025-04-05,google_play,Google Organic Search,wartime glory,3,0.0,0.181,0.182,0.1827,0.1831,0.1837,0.1842,0.1842,0.1842,0.1843,0.3333,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
2025-04-19,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil #2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221,0.0221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-19,google_play,Google Ads,[GA] WG - Android - ROAS - France,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,0.0,0.0323,0.0323,0.0323,0.0323,0.0323,0.0323,0.0323,0.0323,0.1797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil #2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-27,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,3,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-30,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,0.4277,0.232,0.2371,0.2371,0.2371,0.2371,0.2371,0.2371,0.2371,0.2371,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.1426
2025-05-01,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,0.6482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2161
2025-05-03,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,1.1513,0.2494,0.2846,0.2846,0.2846,0.2846,0.2846,0.2846,0.2846,0.2846,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.3838
2025-05-05,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.1811,0.006,0.0125,0.0233,0.0265,0.0265,0.0265,0.0265,0.0265,0.0265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0604
2025-05-07,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,1.2912,1.0426,1.9599,3.027,3.4245,3.9202,3.9202,3.9202,3.9202,3.9201,0.6667,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.4304
2025-05-10,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,3,3.0831,0.0809,0.1444,0.1587,0.1977,0.1977,0.1977,0.1977,0.1977,0.1977,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,1.0277
2025-05-12,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,3,5.1697,0.9409,1.4447,1.4447,1.4447,1.4447,1.4447,1.4558,1.4558,1.4558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7232
2025-05-13,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,0.702,0.0821,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0924,0.0925,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234
2025-05-14,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,3,3.4727,0.0,0.074,0.0981,0.1159,0.1993,0.2623,0.2623,0.2623,0.2622,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,1.1576
2025-05-15,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.2388,0.0052,0.0062,0.0062,0.0062,0.0062,0.0062,0.0062,0.0062,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0796
2025-05-18,google_play,Google Organic Search,wartime glory,3,0.0,0.0507,0.0542,0.0742,0.0905,0.1119,0.1165,0.1165,0.1165,0.1166,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-21,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.1577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526
2025-05-22,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil - Video,3,0.0785,0.0114,0.025,0.0542,0.064,0.064,0.0651,0.0651,0.0651,0.0651,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262
2025-05-24,google_play,Google Organic Search,wartime glory,3,0.0,0.1018,0.1096,0.1096,0.1096,0.1096,0.1096,0.1096,0.1096,0.1096,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-25,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,1.1475,0.01,0.0936,0.1036,0.1036,0.1036,0.136,0.136,0.136,0.136,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,0.3825
2025-05-26,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394
2025-05-28,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,2.7371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9124
2025-05-29,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,1.8982,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.0107,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6327
2025-05-30,google_play,Google Organic Search,wartime glory,3,0.0,0.3408,0.5707,0.7077,0.9371,1.1531,1.1955,1.1955,1.1955,1.2485,1.0,0.6667,0.3333,0.3333,0.0,0.0,0.0,0.3333,0.0
2025-05-31,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.1543,0.0086,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.0137,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0514
2025-06-06,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil #2,3,0.0427,0.0162,0.0187,0.0207,0.0207,0.0688,0.3098,0.3098,0.3098,0.3098,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0142
2025-06-06,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,3,0.0646,0.2561,0.4261,0.4261,0.4261,0.6461,0.7798,1.1041,1.3636,1.7265,0.3333,0.3333,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.0215
2025-06-09,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil - Video,3,0.1091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364
2025-06-11,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.1905,0.0692,0.1107,0.1544,0.3607,0.4859,0.5453,0.5453,0.5453,0.555,0.6667,0.6667,0.6667,0.0,0.0,0.0,0.0,0.6667,0.0635
2025-06-14,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil - Video,3,0.1539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0513
2025-06-14,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.3887,0.0169,0.0332,0.0332,0.0332,0.0332,0.0332,0.0332,0.0332,0.0332,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1296
2025-06-17,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.909,0.0,0.0124,0.0322,0.043,0.043,0.043,0.043,0.043,0.0429,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.303
2025-06-25,google_play,Google Organic Search,wartime glory,3,0.0,0.0307,0.0767,0.0822,0.0822,0.0822,0.0822,0.0822,0.0822,0.0822,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,0.0338,0.0,0.0,0.0,0.0,0.0,0.0051,0.0051,0.0051,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113
2025-07-03,google_play,Google Ads,[GA] WG - Android - ROAS - France,3,0.1016,0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,0.6667,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0339
2025-07-05,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094
2025-07-07,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM - Video,3,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113
2025-07-09,google_play,Google Organic Search,wartime glory,3,0.0,0.0054,0.0167,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.0263,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-11,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,3,2.4585,0.08,0.08,0.1404,0.1554,0.1554,0.1554,0.1554,0.1554,0.1554,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.8195
2025-07-11,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,2.8605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9535
2025-07-14,app_store,TikTok for Business,[TK] WG - iOS - Italy - Install2,3,12.3112,0.1,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.1085,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1037
2025-07-18,google_play,Google Ads,[GA] WG - Android - ROAS - Italy - Video,3,1.5601,0.0555,0.0667,0.0667,0.0667,0.0667,0.0667,0.0667,0.0667,0.0667,0.3333,0.3333,0.0,0.0,0.0,0.0,0.3333,0.0,0.52
2025-07-21,google_play,Google Ads,[GA] WG - Android - ROAS - France,3,0.099,0.0187,0.0246,0.0246,0.0332,0.0698,0.0698,0.0698,0.0698,0.0699,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033
2025-07-22,google_play,Google Ads,[GA] WG - Android - ROAS - Italy - Video,3,0.0,0.9876,0.9876,0.9876,0.9876,0.9876,0.9876,0.9876,1.0044,1.0044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-23,google_play,Google Ads,[GA] WG - Android - ROAS - Italy - Video,3,0.0,0.0,0.0,0.0,0.0,0.0025,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-26,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,5.1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7022
2025-07-31,app_store,TikTok for Business,[TK] WG - iOS - US - Install2,3,13.0481,1.0564,2.8075,3.6301,4.2335,5.7272,6.1125,6.1905,6.1905,7.5087,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.3333,4.3494
2025-08-01,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,1.2797,0.2153,0.2153,0.2153,0.2153,0.2153,0.2153,0.2153,0.2153,0.2153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4266
2025-08-02,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,3,1.6122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.5374
2025-08-03,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,3,0.0876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0292
2025-08-04,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,0.2788,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0929
2025-08-15,app_store,TikTok for Business,[TK] WG - iOS - US - Install2,3,27.855,0.4922,0.4922,0.4922,0.4922,0.4922,0.4922,0.4922,0.4922,0.4922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.285
2025-08-18,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,3,0.0,0.0173,0.0323,0.0323,0.0323,0.0323,0.0323,0.0323,0.0323,0.0323,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,0.0
2025-08-18,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM,3,0.0,0.0203,0.0463,0.1569,0.1569,0.1684,0.1684,0.1684,0.1684,0.1684,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
2025-08-19,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil #2,3,0.0757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0252
2025-08-19,google_play,Google Ads,[GA] WG - Android - ROAS - France,3,0.2877,0.1533,0.2091,0.2091,0.2091,0.2091,0.2091,0.2091,0.2091,0.2091,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0959
2025-08-20,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil #2,3,0.0257,0.0203,0.032,0.0365,0.0386,0.0386,0.0399,0.0399,0.0399,0.0399,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086
2025-08-20,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,3,0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105
2025-08-20,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,3,0.0863,0.0119,0.0313,0.0398,0.0417,0.0531,0.0531,0.0531,0.0531,0.0532,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0288
2025-08-20,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM,3,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028
2025-08-21,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,3,0.0047,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016
2025-08-22,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,3,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037
2025-08-23,google_play,Google Ads,[GA] WG - Android - ROAS - France,3,0.2666,0.1601,0.1601,0.1601,0.1601,0.1601,0.1601,0.1601,0.1601,0.1601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0889
2025-08-24,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil #2,3,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042
2025-08-24,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,3,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-26,google_play,Google Ads,[GA] WG - Android - ROAS - Brazil #2,3,0.038,0.0326,0.0458,0.0561,0.0746,0.0746,0.1184,0.1233,0.1359,0.19,0.3333,0.0,0.3333,0.0,0.3333,0.0,0.3333,0.3333,0.0127
2025-08-27,google_play,Google Ads,[GA] WG - Android - ROAS - LATAM,3,0.0477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159
2025-09-05,google_play,Google Ads,[GA] WG - Android - ROAS - France,3,0.0,0.3366,0.5172,0.8113,1.5099,2.8363,4.3809,5.1883,5.4453,5.4455,0.3333,0.3333,0.6667,0.6667,0.3333,0.0,0.0,0.0,0.0
2025-09-05,google_play,Google Ads,[GA] WG - Android - ROAS - Italy,3,0.0124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041
2025-09-05,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,0.068,0.9068,0.9068,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,1.0045,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227
2025-09-10,google_play,Google Ads,[GA] WG - Android - ROAS - German #2,3,1.3483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4494
2025-09-10,google_play,Google Organic Search,wartime glory,3,0.0,1.3576,3.5132,3.9292,3.9292,4.1179,4.1179,4.1179,4.1216,4.1217,0.6667,0.6667,0.0,0.0,0.0,0.0,0.0,0.3333,0.0
2025-10-05,app_store,TikTok for Business,[TK] WG - iOS - US - Tutorial,3,6.6883,0.1299,0.1299,0.1299,0.1299,0.1299,0.1299,0.1299,0.1299,0.1299,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2294
2025-10-09,app_store,TikTok for Business,[TK] WG - iOS - US - Tutorial,3,12.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1943
2025-10-18,app_store,TikTok for Business,[TK] WG - iOS - US - Tutorial,3,6.1249,0.2404,0.3478,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0416
2025-10-19,google_play,Unity Ads,[UT] WG - Android - ROAS0- US,3,2.9766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9922
2025-10-22,app_store,TikTok for Business,[TK] WG - iOS - US - Tutorial,3,6.4912,0.2825,0.2825,0.3027,0.3027,0.3027,0.3027,0.3027,0.3027,0.3027,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1637
2025-10-22,google_play,Google Organic Search,wartime glory,3,0.0,0.0091,0.0091,0.0091,0.0873,0.1177,0.1177,0.1177,0.1177,0.1177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-28,google_play,Unity Ads,[UT] WG - Android - ROAS0- IT,3,3.283,0.0305,0.2371,0.4632,0.8277,1.2459,1.2459,1.2459,1.2459,0.0,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,1.0943
2025-10-29,google_play,Unity Ads,[UT] WG - Android - ROAS0- IT,3,0.818,0.0146,0.0728,0.2456,0.5322,1.705,3.773,57.399,61.1176,0.0,0.3333,0.3333,0.0,0.3333,0.3333,0.3333,0.3333,0.0,0.2727
2025-10-29,google_play,Unity Ads,[UT] WG - Android - ROAS0- US,3,9.3838,1.1724,3.3219,3.3219,3.3219,3.3219,3.3219,3.3219,3.3219,0.0,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,3.1279
2025-10-30,google_play,Unity Ads,[UT] WG - Android - ROAS0- IT,3,1.2886,0.0407,0.0407,0.2892,0.4527,0.8596,0.886,0.886,0.886,0.0,0.0,0.3333,0.6667,0.3333,0.0,0.0,0.0,0.0,0.4295
2025-10-31,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,11.2957,0.0559,0.0559,0.0559,0.0559,0.0559,0.0668,0.0668,0.0668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7652
2025-11-03,app_store,TikTok for Business,[TK] WG - iOS - US - Tutorial,3,3.6582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2194
2025-11-03,google_play,Google Ads,[GA] WG - Android - ROAS - SA + KW,3,0.9003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3001
2025-11-04,google_play,Google Ads,[GA] WG - Android - ROAS - US,3,6.9699,0.0,0.0,0.0,0.0,0.3414,2.6183,4.2813,5.3513,0.0,0.3333,0.0,0.3333,0.0,0.3333,0.3333,0.3333,0.0,2.3233
